c_value,accuracy
0.2650000000000002,0.8466666666666667
0.2675000000000002,0.8466666666666667
0.2700000000000002,0.8466666666666667
0.2725000000000002,0.8466666666666667
0.2750000000000002,0.8466666666666667
0.2775000000000002,0.8466666666666667
0.2800000000000002,0.8466666666666667
0.2825000000000002,0.8466666666666667
0.2850000000000002,0.8466666666666667
0.2875000000000002,0.8466666666666667
0.2900000000000002,0.8466666666666667
0.2925000000000002,0.8466666666666667
0.2950000000000002,0.8466666666666667
0.2975000000000002,0.8466666666666667
0.3000000000000002,0.8466666666666667
0.3025000000000002,0.8466666666666667
0.3050000000000002,0.8466666666666667
0.3075000000000002,0.8466666666666667
0.3100000000000002,0.8466666666666667
0.3125000000000002,0.8466666666666667
0.3150000000000002,0.8466666666666667
0.3175000000000002,0.8466666666666667
0.32000000000000023,0.8466666666666667
0.32250000000000023,0.8466666666666667
0.32500000000000023,0.8466666666666667
0.32750000000000024,0.8466666666666667
0.33000000000000024,0.8466666666666667
0.33250000000000024,0.8466666666666667
0.33500000000000024,0.8466666666666667
0.33750000000000024,0.8466666666666667
0.34000000000000025,0.8466666666666667
0.34250000000000025,0.8466666666666667
0.34500000000000025,0.8466666666666667
0.34750000000000025,0.8466666666666667
0.35000000000000026,0.8466666666666667
0.35250000000000026,0.8466666666666667
0.35500000000000026,0.8466666666666667
0.35750000000000026,0.8466666666666667
0.36000000000000026,0.8466666666666667
0.36250000000000027,0.8466666666666667
0.36500000000000027,0.8466666666666667
0.36750000000000027,0.8466666666666667
0.3700000000000003,0.8466666666666667
0.3725000000000003,0.8466666666666667
0.3750000000000003,0.8466666666666667
0.3775000000000003,0.8466666666666667
0.3800000000000003,0.8466666666666667
0.3825000000000003,0.8466666666666667
0.3850000000000003,0.8466666666666667
0.3875000000000003,0.8466666666666667
0.3900000000000003,0.8466666666666667
0.3925000000000003,0.8466666666666667
0.3950000000000003,0.8466666666666667
0.3975000000000003,0.8466666666666667
0.4000000000000003,0.8466666666666667
0.4025000000000003,0.8466666666666667
0.4050000000000003,0.8466666666666667
0.4075000000000003,0.8466666666666667
0.4100000000000003,0.8466666666666667
0.4125000000000003,0.8466666666666667
0.4150000000000003,0.8466666666666667
0.4175000000000003,0.8466666666666667
0.4200000000000003,0.8466666666666667
0.4225000000000003,0.8466666666666667
0.4250000000000003,0.8466666666666667
0.4275000000000003,0.8466666666666667
0.4300000000000003,0.8466666666666667
0.43250000000000033,0.8466666666666667
0.43500000000000033,0.8466666666666667
0.43750000000000033,0.8466666666666667
0.44000000000000034,0.8466666666666667
0.44250000000000034,0.8466666666666667
0.44500000000000034,0.8466666666666667
0.44750000000000034,0.8466666666666667
0.45000000000000034,0.8466666666666667
0.45250000000000035,0.8466666666666667
0.45500000000000035,0.8466666666666667
0.45750000000000035,0.8466666666666667
0.46000000000000035,0.8466666666666667
0.46250000000000036,0.8466666666666667
0.46500000000000036,0.8466666666666667
0.46750000000000036,0.8466666666666667
0.47000000000000036,0.8466666666666667
0.47250000000000036,0.8466666666666667
0.47500000000000037,0.8466666666666667
0.47750000000000037,0.8466666666666667
0.48000000000000037,0.8466666666666667
0.4825000000000004,0.8466666666666667
0.4850000000000004,0.8466666666666667
0.4875000000000004,0.8466666666666667
0.4900000000000004,0.8466666666666667
0.4925000000000004,0.8466666666666667
0.4950000000000004,0.8466666666666667
0.4975000000000004,0.8466666666666667
