c_value,accuracy
0.0025,0.5
0.005,0.8533333333333334
0.0075,0.86
0.01,0.8666666666666667
0.0125,0.8666666666666667
0.015000000000000001,0.8533333333333334
0.0175,0.8533333333333334
0.02,0.8533333333333334
0.0225,0.84
0.024999999999999998,0.8533333333333334
0.027499999999999997,0.8466666666666667
0.029999999999999995,0.8466666666666667
0.032499999999999994,0.8466666666666667
0.034999999999999996,0.84
0.0375,0.8333333333333334
0.04,0.84
0.0425,0.84
0.045000000000000005,0.8466666666666667
0.04750000000000001,0.8466666666666667
0.05000000000000001,0.84
0.05250000000000001,0.8466666666666667
0.055000000000000014,0.84
0.057500000000000016,0.84
0.06000000000000002,0.8533333333333334
0.06250000000000001,0.8533333333333334
0.06500000000000002,0.8533333333333334
0.06750000000000002,0.86
0.07000000000000002,0.86
0.07250000000000002,0.86
0.07500000000000002,0.8466666666666667
0.07750000000000003,0.8466666666666667
0.08000000000000003,0.8466666666666667
0.08250000000000003,0.8466666666666667
0.08500000000000003,0.8466666666666667
0.08750000000000004,0.8466666666666667
0.09000000000000004,0.8466666666666667
0.09250000000000004,0.8466666666666667
0.09500000000000004,0.8466666666666667
0.09750000000000004,0.8466666666666667
0.10000000000000005,0.8466666666666667
0.10250000000000005,0.8466666666666667
0.10500000000000005,0.8466666666666667
0.10750000000000005,0.8466666666666667
0.11000000000000006,0.8466666666666667
0.11250000000000006,0.8466666666666667
0.11500000000000006,0.8466666666666667
0.11750000000000006,0.8466666666666667
0.12000000000000006,0.8466666666666667
0.12250000000000007,0.8466666666666667
0.12500000000000006,0.8466666666666667
0.12750000000000006,0.8466666666666667
0.13000000000000006,0.86
0.13250000000000006,0.86
0.13500000000000006,0.86
0.13750000000000007,0.86
0.14000000000000007,0.86
0.14250000000000007,0.86
0.14500000000000007,0.86
0.14750000000000008,0.86
0.15000000000000008,0.86
0.15250000000000008,0.86
0.15500000000000008,0.86
0.15750000000000008,0.86
0.1600000000000001,0.86
0.1625000000000001,0.86
0.1650000000000001,0.86
0.1675000000000001,0.8466666666666667
0.1700000000000001,0.8466666666666667
0.1725000000000001,0.86
0.1750000000000001,0.8466666666666667
0.1775000000000001,0.8466666666666667
0.1800000000000001,0.8466666666666667
0.1825000000000001,0.8466666666666667
0.1850000000000001,0.8466666666666667
0.1875000000000001,0.8466666666666667
0.1900000000000001,0.8466666666666667
0.19250000000000012,0.8466666666666667
0.19500000000000012,0.8466666666666667
0.19750000000000012,0.8466666666666667
0.20000000000000012,0.8466666666666667
0.20250000000000012,0.8466666666666667
0.20500000000000013,0.8466666666666667
0.20750000000000013,0.8466666666666667
0.21000000000000013,0.8466666666666667
0.21250000000000013,0.8466666666666667
0.21500000000000014,0.8466666666666667
0.21750000000000014,0.8466666666666667
0.22000000000000014,0.8466666666666667
0.22250000000000014,0.8466666666666667
0.22500000000000014,0.8466666666666667
0.22750000000000015,0.8466666666666667
0.23000000000000015,0.8466666666666667
0.23250000000000015,0.8466666666666667
0.23500000000000015,0.8466666666666667
0.23750000000000016,0.8466666666666667
0.24000000000000016,0.8466666666666667
0.24250000000000016,0.8466666666666667
0.24500000000000016,0.8466666666666667
0.24750000000000016,0.8466666666666667
0.25000000000000017,0.8466666666666667
0.25250000000000017,0.8466666666666667
0.25500000000000017,0.8466666666666667
0.2575000000000002,0.8466666666666667
0.2600000000000002,0.8466666666666667
0.2625000000000002,0.8466666666666667
