k_value,accuracy
1,0.6166666666666667
2,0.6666666666666666
3,0.7
4,0.6833333333333333
5,0.6833333333333333
6,0.6666666666666666
7,0.6333333333333333
8,0.6666666666666666
9,0.6666666666666666
10,0.6333333333333333
11,0.6333333333333333
12,0.6166666666666667
13,0.6
14,0.6166666666666667
15,0.6
16,0.6
17,0.5833333333333334
18,0.6166666666666667
19,0.6
20,0.6166666666666667
21,0.6333333333333333
22,0.6166666666666667
23,0.6
24,0.5666666666666667
25,0.6
26,0.5166666666666667
27,0.5666666666666667
28,0.55
29,0.55
30,0.5166666666666667
31,0.5166666666666667
32,0.5
33,0.5166666666666667
34,0.48333333333333334
35,0.5166666666666667
36,0.5
37,0.5333333333333333
38,0.5166666666666667
39,0.5166666666666667
40,0.5166666666666667
41,0.5
42,0.5
43,0.5166666666666667
44,0.4666666666666667
45,0.5
46,0.5
47,0.5166666666666667
48,0.5
49,0.5166666666666667
50,0.5166666666666667
51,0.5333333333333333
52,0.5166666666666667
53,0.5
54,0.5
55,0.5
56,0.5
57,0.5
58,0.5
59,0.5
60,0.5
61,0.5
62,0.5
63,0.5
64,0.5166666666666667
65,0.5333333333333333
66,0.5333333333333333
67,0.5
68,0.5333333333333333
69,0.48333333333333334
70,0.48333333333333334
71,0.5
72,0.4666666666666667
73,0.48333333333333334
74,0.48333333333333334
75,0.4666666666666667
76,0.48333333333333334
77,0.48333333333333334
78,0.48333333333333334
79,0.48333333333333334
80,0.4666666666666667
81,0.48333333333333334
82,0.48333333333333334
83,0.43333333333333335
84,0.48333333333333334
85,0.43333333333333335
86,0.4666666666666667
87,0.43333333333333335
88,0.45
89,0.43333333333333335
90,0.5
91,0.5
92,0.43333333333333335
93,0.45
94,0.43333333333333335
95,0.43333333333333335
96,0.4666666666666667
97,0.45
98,0.45
99,0.45
100,0.45
101,0.45
102,0.43333333333333335
103,0.45
104,0.45
105,0.43333333333333335
106,0.43333333333333335
107,0.43333333333333335
108,0.43333333333333335
109,0.43333333333333335
110,0.43333333333333335
111,0.43333333333333335
112,0.43333333333333335
113,0.43333333333333335
114,0.43333333333333335
115,0.43333333333333335
116,0.45
117,0.43333333333333335
118,0.43333333333333335
119,0.43333333333333335
120,0.4166666666666667
121,0.4166666666666667
122,0.43333333333333335
123,0.43333333333333335
124,0.45
125,0.43333333333333335
126,0.45
127,0.43333333333333335
128,0.4166666666666667
129,0.4166666666666667
130,0.43333333333333335
131,0.4166666666666667
132,0.4166666666666667
133,0.43333333333333335
134,0.4
135,0.4
136,0.4166666666666667
137,0.4166666666666667
138,0.4166666666666667
139,0.4166666666666667
140,0.4166666666666667
141,0.4166666666666667
142,0.4
143,0.38333333333333336
144,0.38333333333333336
145,0.38333333333333336
146,0.38333333333333336
147,0.4
148,0.4
149,0.4
150,0.4
151,0.4
152,0.38333333333333336
153,0.38333333333333336
154,0.36666666666666664
155,0.35
156,0.35
157,0.35
158,0.35
159,0.3333333333333333
160,0.3333333333333333
161,0.3333333333333333
162,0.3333333333333333
163,0.3333333333333333
164,0.3333333333333333
165,0.3333333333333333
166,0.3333333333333333
167,0.3333333333333333
168,0.31666666666666665
169,0.31666666666666665
170,0.31666666666666665
171,0.31666666666666665
172,0.31666666666666665
173,0.31666666666666665
174,0.31666666666666665
175,0.31666666666666665
176,0.3333333333333333
177,0.3333333333333333
178,0.35
179,0.35
180,0.31666666666666665
181,0.3333333333333333
182,0.35
183,0.35
184,0.35
185,0.35
186,0.35
187,0.35
188,0.35
189,0.35
190,0.3333333333333333
191,0.3333333333333333
192,0.3333333333333333
193,0.3333333333333333
194,0.3333333333333333
195,0.31666666666666665
196,0.31666666666666665
197,0.31666666666666665
198,0.31666666666666665
199,0.3
200,0.3
201,0.3
202,0.3
203,0.3
204,0.3
205,0.3
206,0.3
207,0.3
208,0.3
209,0.3
210,0.3
211,0.3
212,0.3
213,0.3
214,0.3
215,0.3
216,0.2833333333333333
217,0.2833333333333333
218,0.2833333333333333
219,0.3
220,0.3
221,0.3
222,0.3
223,0.3
224,0.3
225,0.3
226,0.3
227,0.3
228,0.2833333333333333
229,0.2833333333333333
230,0.26666666666666666
231,0.26666666666666666
232,0.25
233,0.23333333333333334
234,0.11666666666666667
235,0.11666666666666667
236,0.11666666666666667
237,0.11666666666666667
238,0.11666666666666667
239,0.11666666666666667
240,0.11666666666666667
