k_value,accuracy
1,0.6166666666666667
2,0.6166666666666667
3,0.65
4,0.6333333333333333
5,0.65
6,0.65
7,0.6666666666666666
8,0.6666666666666666
9,0.6833333333333333
10,0.6833333333333333
11,0.6833333333333333
12,0.6666666666666666
13,0.6666666666666666
14,0.6666666666666666
15,0.6666666666666666
16,0.6666666666666666
17,0.6833333333333333
18,0.6833333333333333
19,0.7
20,0.6833333333333333
21,0.6833333333333333
22,0.6833333333333333
23,0.6833333333333333
24,0.6833333333333333
25,0.6833333333333333
26,0.7
27,0.6833333333333333
28,0.6833333333333333
29,0.6833333333333333
30,0.6666666666666666
31,0.6833333333333333
32,0.6666666666666666
33,0.6833333333333333
34,0.6833333333333333
35,0.6833333333333333
36,0.6833333333333333
37,0.6833333333333333
38,0.6833333333333333
39,0.6666666666666666
40,0.6666666666666666
41,0.7
42,0.6833333333333333
43,0.7
44,0.6833333333333333
45,0.6833333333333333
46,0.6833333333333333
47,0.6833333333333333
48,0.6666666666666666
49,0.6833333333333333
50,0.6666666666666666
51,0.6666666666666666
52,0.6666666666666666
53,0.6666666666666666
54,0.6666666666666666
55,0.6666666666666666
56,0.6666666666666666
57,0.6666666666666666
58,0.6666666666666666
59,0.6666666666666666
60,0.6666666666666666
61,0.6666666666666666
62,0.6666666666666666
63,0.6666666666666666
64,0.6666666666666666
65,0.6666666666666666
66,0.6666666666666666
67,0.6666666666666666
68,0.6666666666666666
69,0.6666666666666666
70,0.6666666666666666
71,0.6666666666666666
72,0.6833333333333333
73,0.6833333333333333
74,0.6833333333333333
75,0.6833333333333333
76,0.6833333333333333
77,0.6833333333333333
78,0.6833333333333333
79,0.6833333333333333
80,0.6833333333333333
81,0.6833333333333333
82,0.6833333333333333
83,0.6833333333333333
84,0.6833333333333333
85,0.6833333333333333
86,0.6833333333333333
87,0.6833333333333333
88,0.6833333333333333
89,0.6833333333333333
90,0.6833333333333333
91,0.6833333333333333
92,0.6833333333333333
93,0.6833333333333333
94,0.6833333333333333
95,0.6833333333333333
96,0.6833333333333333
97,0.6833333333333333
98,0.6833333333333333
99,0.6833333333333333
100,0.6833333333333333
101,0.6833333333333333
102,0.6833333333333333
103,0.6833333333333333
104,0.6833333333333333
105,0.6833333333333333
106,0.6833333333333333
107,0.6833333333333333
108,0.6833333333333333
109,0.6833333333333333
110,0.6833333333333333
111,0.6833333333333333
112,0.6833333333333333
113,0.6833333333333333
114,0.6833333333333333
115,0.6833333333333333
116,0.6833333333333333
117,0.6833333333333333
118,0.6833333333333333
119,0.6833333333333333
120,0.7
121,0.7
122,0.7
123,0.7
124,0.7
125,0.7
126,0.7
127,0.7
128,0.7
129,0.7
130,0.7
131,0.7
132,0.7
133,0.7
134,0.7
135,0.7
136,0.7
137,0.7
138,0.7
139,0.7
140,0.7
141,0.7
142,0.7
143,0.7
144,0.7
145,0.7
146,0.7
147,0.7
148,0.7
149,0.7
150,0.6833333333333333
151,0.6833333333333333
152,0.6833333333333333
153,0.6833333333333333
154,0.6833333333333333
155,0.6833333333333333
156,0.6833333333333333
157,0.6833333333333333
158,0.6833333333333333
159,0.6833333333333333
160,0.6833333333333333
161,0.6833333333333333
162,0.6833333333333333
163,0.6833333333333333
164,0.6833333333333333
165,0.6833333333333333
166,0.6833333333333333
167,0.6833333333333333
168,0.6833333333333333
169,0.6833333333333333
170,0.6833333333333333
171,0.6833333333333333
172,0.6833333333333333
173,0.6833333333333333
174,0.6833333333333333
175,0.6833333333333333
176,0.6833333333333333
177,0.6833333333333333
178,0.6833333333333333
179,0.6833333333333333
180,0.6833333333333333
181,0.6833333333333333
182,0.6833333333333333
183,0.6833333333333333
184,0.6833333333333333
185,0.6833333333333333
186,0.6833333333333333
187,0.6833333333333333
188,0.6833333333333333
189,0.6833333333333333
190,0.6833333333333333
191,0.6833333333333333
192,0.6833333333333333
193,0.6833333333333333
194,0.6833333333333333
195,0.6833333333333333
196,0.6833333333333333
197,0.6833333333333333
198,0.6833333333333333
199,0.6833333333333333
200,0.6833333333333333
201,0.6833333333333333
202,0.6833333333333333
203,0.6833333333333333
204,0.6833333333333333
205,0.6833333333333333
206,0.6833333333333333
207,0.6833333333333333
208,0.6833333333333333
209,0.6833333333333333
210,0.6833333333333333
211,0.6833333333333333
212,0.6833333333333333
213,0.6833333333333333
214,0.6833333333333333
215,0.6833333333333333
216,0.6833333333333333
217,0.6833333333333333
218,0.6833333333333333
219,0.6833333333333333
220,0.6833333333333333
221,0.6833333333333333
222,0.6833333333333333
223,0.6833333333333333
224,0.6833333333333333
225,0.6833333333333333
226,0.6833333333333333
227,0.6833333333333333
228,0.6833333333333333
229,0.6833333333333333
230,0.6833333333333333
231,0.6833333333333333
232,0.6833333333333333
233,0.6833333333333333
234,0.6833333333333333
235,0.6833333333333333
236,0.6833333333333333
237,0.6833333333333333
238,0.6833333333333333
239,0.6833333333333333
240,0.6833333333333333
