k_value,accuracy
1,0.8166666666666667
2,0.85
3,0.8833333333333333
4,0.8666666666666667
5,0.85
6,0.85
7,0.8666666666666667
8,0.8666666666666667
9,0.8666666666666667
10,0.8666666666666667
11,0.8833333333333333
12,0.8833333333333333
13,0.9
14,0.9
15,0.9
16,0.9
17,0.9
18,0.9
19,0.9
20,0.9
