k_value,accuracy
1,0.6
2,0.6
3,0.6666666666666666
4,0.6333333333333333
5,0.65
6,0.6333333333333333
7,0.6666666666666666
8,0.6833333333333333
9,0.6833333333333333
10,0.6666666666666666
11,0.6666666666666666
12,0.6666666666666666
13,0.6666666666666666
14,0.6666666666666666
15,0.6666666666666666
16,0.6666666666666666
17,0.65
18,0.6666666666666666
19,0.65
20,0.65
21,0.6333333333333333
22,0.6666666666666666
23,0.6666666666666666
24,0.6666666666666666
25,0.6333333333333333
26,0.6333333333333333
27,0.6333333333333333
28,0.6333333333333333
29,0.6333333333333333
30,0.6333333333333333
31,0.6333333333333333
32,0.6333333333333333
33,0.6333333333333333
34,0.6333333333333333
35,0.6333333333333333
36,0.6333333333333333
37,0.6166666666666667
38,0.6333333333333333
39,0.6166666666666667
40,0.6166666666666667
41,0.6166666666666667
42,0.6166666666666667
43,0.6166666666666667
44,0.6166666666666667
45,0.6166666666666667
46,0.6166666666666667
47,0.6166666666666667
48,0.6166666666666667
49,0.6333333333333333
50,0.6166666666666667
51,0.6333333333333333
52,0.6
53,0.6166666666666667
54,0.6166666666666667
55,0.6333333333333333
56,0.6333333333333333
57,0.65
58,0.6333333333333333
59,0.65
60,0.6333333333333333
61,0.6333333333333333
62,0.6333333333333333
63,0.6333333333333333
64,0.6333333333333333
65,0.6333333333333333
66,0.6333333333333333
67,0.65
68,0.65
69,0.65
70,0.65
71,0.65
72,0.65
73,0.65
74,0.65
75,0.65
76,0.65
77,0.65
78,0.65
79,0.6333333333333333
80,0.6333333333333333
81,0.6333333333333333
82,0.6333333333333333
83,0.6333333333333333
84,0.6333333333333333
85,0.6333333333333333
86,0.6333333333333333
87,0.6333333333333333
88,0.65
89,0.6333333333333333
90,0.65
91,0.65
92,0.65
93,0.65
94,0.65
95,0.65
96,0.65
97,0.65
98,0.65
99,0.65
100,0.65
101,0.65
102,0.65
103,0.65
104,0.65
105,0.65
106,0.65
107,0.65
108,0.65
109,0.65
110,0.6333333333333333
111,0.6333333333333333
112,0.6333333333333333
113,0.6333333333333333
114,0.6333333333333333
115,0.6333333333333333
116,0.6333333333333333
117,0.6333333333333333
118,0.6333333333333333
119,0.6333333333333333
120,0.6333333333333333
121,0.6333333333333333
122,0.6333333333333333
123,0.6333333333333333
124,0.6333333333333333
125,0.6333333333333333
126,0.6333333333333333
127,0.6333333333333333
128,0.6333333333333333
129,0.6333333333333333
130,0.6333333333333333
131,0.6333333333333333
132,0.6333333333333333
133,0.6333333333333333
134,0.6333333333333333
135,0.6333333333333333
136,0.6333333333333333
137,0.6333333333333333
138,0.6333333333333333
139,0.6333333333333333
140,0.6333333333333333
141,0.6333333333333333
142,0.6333333333333333
143,0.6333333333333333
144,0.6333333333333333
145,0.6333333333333333
146,0.6333333333333333
147,0.6333333333333333
148,0.6333333333333333
149,0.6333333333333333
150,0.6333333333333333
151,0.6333333333333333
152,0.6333333333333333
153,0.6333333333333333
154,0.6333333333333333
155,0.6333333333333333
156,0.6333333333333333
157,0.6333333333333333
158,0.6333333333333333
159,0.6333333333333333
160,0.6333333333333333
161,0.6333333333333333
162,0.6333333333333333
163,0.6333333333333333
164,0.6333333333333333
165,0.6333333333333333
166,0.6333333333333333
167,0.6333333333333333
168,0.6333333333333333
169,0.6333333333333333
170,0.6333333333333333
171,0.6333333333333333
172,0.6333333333333333
173,0.6333333333333333
174,0.6333333333333333
175,0.6333333333333333
176,0.6333333333333333
177,0.6333333333333333
178,0.6333333333333333
179,0.6333333333333333
180,0.6333333333333333
181,0.6333333333333333
182,0.6333333333333333
183,0.6333333333333333
184,0.6333333333333333
185,0.6333333333333333
186,0.6333333333333333
187,0.6333333333333333
188,0.6333333333333333
189,0.6333333333333333
190,0.6333333333333333
191,0.6333333333333333
192,0.6333333333333333
193,0.6333333333333333
194,0.6333333333333333
195,0.6333333333333333
196,0.6333333333333333
197,0.6333333333333333
198,0.6333333333333333
199,0.6333333333333333
200,0.6333333333333333
201,0.6333333333333333
202,0.6333333333333333
203,0.6333333333333333
204,0.6333333333333333
205,0.6333333333333333
206,0.6333333333333333
207,0.6333333333333333
208,0.6333333333333333
209,0.6333333333333333
210,0.6333333333333333
211,0.6333333333333333
212,0.6333333333333333
213,0.6333333333333333
214,0.6333333333333333
215,0.6333333333333333
216,0.6333333333333333
217,0.6333333333333333
218,0.6333333333333333
219,0.6333333333333333
220,0.6333333333333333
221,0.6333333333333333
222,0.6333333333333333
223,0.6333333333333333
224,0.6333333333333333
225,0.6333333333333333
226,0.6333333333333333
227,0.6333333333333333
228,0.6333333333333333
229,0.6333333333333333
230,0.6333333333333333
231,0.6333333333333333
232,0.6333333333333333
233,0.6333333333333333
234,0.6333333333333333
235,0.6333333333333333
236,0.6333333333333333
237,0.6333333333333333
238,0.6333333333333333
239,0.6333333333333333
240,0.6333333333333333
