Epochs,Loss,F1
1,0.22991623078473364,0.7874015748031497
2,0.1555427940786643,0.8210526315789474
3,0.1177250696058864,0.8421052631578947
4,0.10628485211620335,0.8490566037735849
5,0.12190302784360084,0.8275862068965517
6,0.2951125651123545,0.7299270072992701
7,0.15500756610606756,0.7906976744186046
8,0.11256327258644734,0.8627450980392157
9,0.11056071729312081,0.8411214953271028
10,0.10619764128911209,0.8571428571428571
11,0.10160677825538805,0.8627450980392157
12,0.09650874473399988,0.8627450980392157
13,0.09136740377337399,0.8737864077669902
14,0.08631443999816898,0.8737864077669902
15,0.08278330004876752,0.8712871287128713
16,0.08009684389888883,0.8712871287128713
17,0.07854721153267405,0.88
18,0.07697141190986045,0.88
19,0.07661272444552987,0.88
20,0.0751899342884199,0.8737864077669902
21,0.07767295657919694,0.8865979381443299
22,0.07742610562107283,0.8952380952380953
23,0.10665002482758598,0.8351648351648352
24,0.1731613898214255,0.7936507936507936
25,0.1262240349020723,0.8314606741573034
26,0.09746188576732102,0.8761904761904762
27,0.10141740449200005,0.8703703703703703
28,0.10066213899172012,0.8703703703703703
29,0.09633797058490597,0.8598130841121495
30,0.09002898859829367,0.8598130841121495
31,0.08432996463019245,0.8703703703703703
32,0.08071276616813579,0.8727272727272727
33,0.07962966383795217,0.8571428571428571
34,0.07757238285975744,0.8695652173913043
35,0.0787860224150892,0.8817204301075269
36,0.0794356565485959,0.8817204301075269
37,0.07902232239576294,0.8817204301075269
38,0.07828547191728864,0.8817204301075269
39,0.0779481550347815,0.8695652173913043
40,0.07655727954428687,0.8723404255319149
41,0.0747997801721502,0.8723404255319149
42,0.07249053596332178,0.8723404255319149
43,0.07087808826793524,0.8723404255319149
44,0.07050199882257224,0.8888888888888888
45,0.06970462745519536,0.8888888888888888
46,0.0690731093134629,0.897196261682243
47,0.06841879558552641,0.897196261682243
48,0.06706777654786109,0.897196261682243
49,0.06775125447051768,0.8952380952380953
50,0.06724214262132733,0.8867924528301887
51,0.06671746712191029,0.897196261682243
52,0.06608651767980465,0.897196261682243
53,0.0655971178752361,0.897196261682243
54,0.06570493499547304,0.897196261682243
55,0.06447852618516364,0.9074074074074074
56,0.0638192338898493,0.9174311926605505
57,0.06402503957044668,0.9174311926605505
58,0.06415998325978305,0.9074074074074074
59,0.06357869823353475,0.9174311926605505
60,0.06371269006808006,0.9174311926605505
61,0.06337709422510002,0.9174311926605505
62,0.06346967916399081,0.9174311926605505
63,0.0631776721642585,0.9174311926605505
64,0.06361731183470468,0.9074074074074074
65,0.06316408310473134,0.9174311926605505
66,0.06329857338857531,0.9074074074074074
67,0.06329163044057344,0.9174311926605505
68,0.06308897201913194,0.9074074074074074
69,0.06308987927454501,0.9174311926605505
70,0.06267224888148577,0.9174311926605505
71,0.06336827414806107,0.9074074074074074
72,0.06280713406782117,0.9174311926605505
73,0.06330653110935311,0.9074074074074074
74,0.06257971870881873,0.9174311926605505
75,0.06329001504686153,0.9074074074074074
76,0.06259903632423618,0.9174311926605505
77,0.06326044678189308,0.9174311926605505
78,0.06281869939710436,0.9174311926605505
79,0.062485971231627156,0.9174311926605505
80,0.06253756900823935,0.9174311926605505
81,0.06300965768226345,0.9174311926605505
82,0.0625076907193883,0.9174311926605505
83,0.06271900177020917,0.9174311926605505
84,0.06285958089005739,0.9174311926605505
85,0.06274035995631158,0.9174311926605505
86,0.06241577927962304,0.9074074074074074
87,0.06283922843882328,0.9174311926605505
88,0.062385200614381235,0.9174311926605505
89,0.06215471193422453,0.9174311926605505
90,0.06337913507073101,0.9090909090909091
91,0.06244710427537548,0.9174311926605505
92,0.06310665281475938,0.9090909090909091
93,0.06207571442727708,0.9174311926605505
94,0.06340172725075446,0.9074074074074074
95,0.06342622862854434,0.9090909090909091
96,0.06212318586879352,0.9174311926605505
97,0.06326852670643547,0.9074074074074074
98,0.063605341989632,0.9090909090909091
99,0.06191628536339258,0.9174311926605505
100,0.06542229871183951,0.897196261682243
101,0.0638082139711193,0.9090909090909091
102,0.062202688618359696,0.9174311926605505
103,0.06238856457526522,0.9174311926605505
104,0.06322339080917243,0.9090909090909091
105,0.0625036699085782,0.9174311926605505
106,0.06294991769529976,0.9074074074074074
107,0.06399054768390534,0.9090909090909091
108,0.062075008820325704,0.9174311926605505
109,0.06240306535991968,0.9074074074074074
110,0.06413577778996275,0.9090909090909091
111,0.06176412458577632,0.9174311926605505
112,0.06339419874074873,0.9090909090909091
113,0.0625871548737016,0.9174311926605505
114,0.06357165677936846,0.9090909090909091
115,0.061922579130564835,0.9174311926605505
116,0.06335176852490829,0.9074074074074074
117,0.06408324246530035,0.9090909090909091
118,0.06391285920838408,0.9090909090909091
119,0.06432725820700419,0.9090909090909091
120,0.06421438253501023,0.9090909090909091
121,0.06402762225526994,0.9090909090909091
122,0.06417261262285502,0.9090909090909091
123,0.06396168223805475,0.9090909090909091
124,0.06416516576723344,0.9090909090909091
125,0.06374713791711108,0.9090909090909091
126,0.06466705777827916,0.897196261682243
127,0.06370042337934276,0.9090909090909091
128,0.06240122574901376,0.9074074074074074
129,0.0626363206586247,0.9074074074074074
130,0.06424125188373012,0.9090909090909091
131,0.06405171074614967,0.9090909090909091
132,0.06404491464498664,0.9090909090909091
133,0.06422578534137938,0.9090909090909091
134,0.06386068298671961,0.9090909090909091
135,0.06419911364829482,0.9090909090909091
136,0.06417410472396966,0.9090909090909091
137,0.06382395573493946,0.9090909090909091
138,0.0639730004686864,0.9090909090909091
139,0.0640463594822629,0.9090909090909091
140,0.06439918083309148,0.897196261682243
141,0.06462239008387108,0.9090909090909091
142,0.06412760795917714,0.9090909090909091
143,0.06396887090193554,0.9090909090909091
144,0.06381920696814286,0.9090909090909091
145,0.06426869680711386,0.9090909090909091
146,0.06422514996263172,0.9090909090909091
147,0.06382871903844743,0.9090909090909091
148,0.06392105804427274,0.9090909090909091
149,0.06411675265837596,0.9090909090909091
150,0.06388123127599513,0.9090909090909091
151,0.06366899054845067,0.9090909090909091
152,0.062880213711718,0.9074074074074074
153,0.062199473227052,0.9074074074074074
154,0.06241202499359302,0.9074074074074074
155,0.06415498756403762,0.9090909090909091
156,0.06388319609821781,0.9090909090909091
157,0.06471189207109303,0.9090909090909091
158,0.06460090673209301,0.9090909090909091
159,0.06389144846339492,0.9090909090909091
160,0.06424265907308911,0.9090909090909091
161,0.06415286401821065,0.9090909090909091
162,0.0638684349064889,0.9090909090909091
163,0.06391619100303933,0.9090909090909091
164,0.06385536711000821,0.9090909090909091
165,0.06781885369563384,0.9074074074074074
166,0.06468385604549703,0.9090909090909091
167,0.06451774096790353,0.9090909090909091
