Epochs,Loss,F1
1,0.17000671141338602,0.88
2,0.16064106149535604,0.8712871287128713
3,0.1501266959257902,0.86
4,0.13967664807934077,0.8484848484848485
5,0.1303236619734594,0.8484848484848485
6,0.12264116933297835,0.84
7,0.11669177616848174,0.84
8,0.11220079393383178,0.84
9,0.10877220952044558,0.8484848484848485
10,0.10602876263844689,0.8484848484848485
11,0.10367161102318373,0.8484848484848485
12,0.10149473067185799,0.8484848484848485
13,0.09938257435592726,0.8484848484848485
14,0.09730426684601996,0.8686868686868687
15,0.0953038019481681,0.8888888888888888
16,0.09347686917957512,0.8888888888888888
17,0.09193056863881478,0.8888888888888888
18,0.09074284689476254,0.8775510204081632
19,0.08994433108957782,0.8865979381443299
20,0.08951994732973416,0.8865979381443299
21,0.08941293334249631,0.8865979381443299
22,0.08952940238724146,0.8775510204081632
23,0.08975159941751112,0.8775510204081632
24,0.08995960155866473,0.8775510204081632
25,0.09005371098802611,0.8775510204081632
26,0.0899707113054376,0.8775510204081632
27,0.08969036854102415,0.8775510204081632
28,0.08923142611727805,0.8775510204081632
29,0.08863953504421614,0.8775510204081632
30,0.08797190355194287,0.8775510204081632
31,0.08728350322292774,0.8775510204081632
32,0.0866178746982354,0.8775510204081632
33,0.08600335823040554,0.8775510204081632
34,0.08545383253281144,0.8865979381443299
35,0.08497205287732053,0.8865979381443299
36,0.08455356000943541,0.8775510204081632
37,0.08418980377491544,0.8775510204081632
38,0.08387012175122913,0.8775510204081632
39,0.08358293857001671,0.8888888888888888
40,0.08331670617958235,0.8888888888888888
41,0.08306082580150133,0.8888888888888888
42,0.08280644795161968,0.8888888888888888
43,0.08254692035488109,0.8888888888888888
44,0.08227777295340222,0.8888888888888888
45,0.0819963353945953,0.8888888888888888
46,0.0817012075566257,0.8888888888888888
47,0.08139178955256902,0.8888888888888888
48,0.08106797265966043,0.8888888888888888
49,0.08072998066568593,0.8888888888888888
50,0.08037828889825958,0.8888888888888888
51,0.080013545697802,0.8888888888888888
52,0.07963645622628183,0.8979591836734694
53,0.07924763127348153,0.8979591836734694
54,0.07884743282504203,0.8979591836734694
55,0.07843585590024976,0.8979591836734694
56,0.07801247559850483,0.8979591836734694
57,0.07757646785760439,0.8979591836734694
58,0.0771266914056592,0.8979591836734694
59,0.07666180397422523,0.8979591836734694
60,0.07618038163252489,0.8979591836734694
61,0.07568101577170663,0.8865979381443299
62,0.07516237430216349,0.8865979381443299
63,0.07462322695371476,0.8865979381443299
64,0.0740624445254118,0.8865979381443299
65,0.07347898586780283,0.8865979381443299
66,0.07287188430180574,0.8865979381443299
67,0.07224023927271893,0.8979591836734694
68,0.07158321241745391,0.8979591836734694
69,0.07090002253754246,0.8979591836734694
70,0.07018993250264254,0.8979591836734694
71,0.06945222262674436,0.8979591836734694
72,0.06868614829470474,0.8979591836734694
73,0.06789088300779354,0.8979591836734694
74,0.06706545033544563,0.8979591836734694
75,0.06620864892425347,0.8979591836734694
76,0.06531897377365392,0.8979591836734694
77,0.06439453490159798,0.8979591836734694
78,0.06343297189641578,0.8979591836734694
79,0.06243136023133482,0.8979591836734694
80,0.061386103027392246,0.8979591836734694
81,0.06029280054632349,0.9072164948453608
82,0.05914608955026719,0.9072164948453608
83,0.05793944665067336,0.9072164948453608
84,0.056664955534819476,0.9072164948453608
85,0.055313050404865303,0.9072164948453608
86,0.053872271747166224,0.9292929292929293
87,0.0523291124461929,0.9292929292929293
88,0.050668100907757724,0.9292929292929293
89,0.048872371396457864,0.9292929292929293
90,0.04692510849522038,0.9292929292929293
91,0.04481238060105399,0.9292929292929293
92,0.04252783993917238,0.9292929292929293
93,0.04007919366125451,0.9292929292929293
94,0.03749478822793859,0.9504950495049505
